id	primary_sgdid	systematic_name	common_name	common_name_explanation	aliases	description
4880	S000005191	YNL247W	CRS1	Cysteinyl-tRNA Synthetase, CysRS	cysteine--tRNA ligase	Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes, based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid
4881	S000005192	YNL248C	RPA49	RNA Polymerase A	A49|DNA-directed RNA polymerase I subunit RPA49	RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p
4882	S000005193	YNL249C	MPA43	Multicopy PDC1 Activator		Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
4883	S000005194	YNL250W	RAD50	RADiation sensitive	MRX complex DNA-binding subunit	Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining; forms nuclear foci upon DNA replication stress
4884	S000005195	YNL251C	NRD1	Nuclear pre-mRNA Down-regulation	Nrd1 complex RNA-binding subunit	RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size
4885	S000005196	YNL252C	MRPL17	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL17/YmL30|mL46|MRPL30|YmL17|YmL30	Mitochondrial ribosomal protein of the large subunit
4886	S000005197	YNL253W	TEX1	TrEX component		Protein involved in mRNA export; component of the transcription export (TREX) complex
4887	S000005198	YNL254C	RTC4	Restriction of Telomere Capping		Protein of unknown function; null mutation suppresses cdc13-1 temperature sensitivity; (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
4888	S000005199	YNL255C	GIS2	GIg Suppressor	mRNA-binding translational activator GIS2	Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2
4889	S000005200	YNL256W	FOL1	FOLic acid synthesis	trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1	Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities
4890	S000005201	YNL257C	SIP3	SNF1-Interacting Protein	LAM3	Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM, StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p
4891	S000005202	YNL258C	DSL1	Dependence on SLy1-20	RNS1	Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p, Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene
4892	S000005203	YNL259C	ATX1	AnTioXidant	copper metallochaperone ATX1	Cytosolic copper metallochaperone; transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake; human homolog ATOX1 can complement yeast atx1 mutant; overexpression of human ATOX1 suppresses lysine auxotrophy of the yeast sod1 null mutant, as does overexpression of yeast ATX1
4893	S000005204	YNL260C	LTO1	required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen	ribosome biosynthesis protein LTO1	Substrate-specific adaptor protein involved in apo-Rli1p maturation; subunit of the Yae1-Lto1 complex, recruiting apo-Rli1p to the CIA targeting complex, facilitating the insertion of an Fe/S cluster by the Fe-S biosynthetic machinery; deca-GX3 motif crucial for complex formation; essential for aerobic but not anaerobic growth; homolog of human ORAOV1, which is overexpressed in solid tumors; co-expression of ORAOV1 and YAE1 homolog YAE1D1 restores growth and Rli1p maturation after LTO1 depletion
4894	S000005205	YNL261W	ORC5	Origin Recognition Complex	origin recognition complex subunit 5	Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing
4895	S000005206	YNL262W	POL2	POLymerase	DNA polymerase epsilon catalytic subunit|DUN2	Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p
4896	S000005207	YNL263C	YIF1	YIP1-Interacting Factor	protein transporter YIF1	Integral membrane protein; required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3
4897	S000005208	YNL264C	PDR17	Pleiotropic Drug Resistance	ISS1|phosphatidylinositol transporter|PSTB2|SFH4	Phosphatidylinositol transfer protein (PITP); downregulates Plb1p-mediated turnover of phosphatidylcholine; forms a complex with Psd2p which appears essential for maintenance of vacuolar PE levels; found in the cytosol and microsomes; homologous to Pdr16p; deletion affects phospholipid composition
4898	S000005209	YNL265C	IST1	Increased Sodium Tolerance		Protein with positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p
4899	S000005210	YNL266W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C
4900	S000005211	YNL267W	PIK1	Phosphatidyl Inositol Kinase	1-phosphatidylinositol 4-kinase|PIK120|PIK41	Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network
4901	S000005212	YNL268W	LYP1	LYsine-specific Permease	lysine permease	Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids
4902	S000005213	YNL269W	BSC4	Bypass of Stop Codon		Protein of unknown function; protein-coding gene that evolved de novo via a series of point mutations in noncoding sequence; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough is increased upon depletion of Sup35p; may be involved in DNA repair pathway during stationary phase and contribute to robustness of cells when shifted to a nutrient-poor environment
4903	S000005214	YNL270C	ALP1		APL1|arginine permease ALP1	Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog, CAN1, that arose from the whole genome duplication
4904	S000005215	YNL271C	BNI1	Bud Neck Involved	formin BNI1|PPF3|SHE5	Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1
4905	S000005216	YNL272C	SEC2	SECretory	guanine nucleotide exchange factor SEC2	Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles
4906	S000005217	YNL273W	TOF1	TOpoisomerase I-interacting Factor		Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia
4907	S000005218	YNL274C	GOR1	GlyOxylate Reductase	glyoxylate reductase	Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress
4908	S000005219	YNL275W	BOR1	BORon transporter		Boron efflux transporter of the plasma membrane; binds HCO3-, I-, Br-, NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1
4909	S000005220	YNL276C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene MET2/YNL277W
4910	S000005221	YNL277W	MET2	METhionine requiring	homoserine O-acetyltransferase	L-homoserine-O-acetyltransferase; catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway
4911	S000005222	YNL278W	CAF120	CCR4 Associated Factor		Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation, elongation, and degradation; contains a PH-like domain; CAF120 has a paralog, SKG3, that arose from the whole genome duplication
4912	S000005223	YNL279W	PRM1	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM1	Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p
4913	S000005224	YNL280C	ERG24	ERGosterol biosynthesis	delta(14)-sterol reductase	C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions
