orf::batch:tagtype	Gene	T0	30C_T1	30C_T2	30C_T3	30C_T4	30C_T5	37C_T1	37C_T2	37C_T3	37C_T4	37C_T5	30C_RAPA_T1	30C_RAPA_T2	30C_RAPA_T3	Description	feature_qualifier	GO_process	GO_function	GO_component	essential_gene	zygosity
YOR178C::chr15_2:downtag	GAC1	1284	2078.6	2080.2	1484.2	1102	1515.8	1883.6	2154.6	2000.6	1333.6	1070.2	1513	1135	272.6	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1), tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock	Verified	meiosis*	structural molecule activity*	protein phosphatase type 1 complex	no	hom
YOR178C::chr15_2:uptag	GAC1	472.5	702.6	722.4	727.6	1068.4	650.4	772	803.4	585.6	897.4	562	720.6	656.4	100.8	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1), tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock	Verified	meiosis*	structural molecule activity*	protein phosphatase type 1 complex	no	hom
YOR179C::chr15_2:downtag	SYC1	77.6	85	95.2	104	67.25	86.4	135	119.6	74.2	64.2	57.8	82	139.6	32.6	Subunit of the APT subcomplex of cleavage and polyadenylation factor, may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs	Verified	transcription termination from Pol II promoter, RNA polymerase(A) coupled*	RNA binding	nucleus*	no	hom
YOR179C::chr15_2:uptag	SYC1	662.8	893.2	777.2	713.4	722.6	369.2	684.6	680.4	400.25	213.2	78.8	525.2	1065.4	37	Subunit of the APT subcomplex of cleavage and polyadenylation factor, may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs	Verified	transcription termination from Pol II promoter, RNA polymerase(A) coupled*	RNA binding	nucleus*	no	hom
YOR180C::chr15_2:downtag	DCI1	2366.8	3227.6	2883.4	2803.2	2294	2689.6	2780.8	2788.2	3124	2623.6	1734.8	2332.6	2343.8	1511.8	Peroxisomal delta(3,5)-delta(2,4)-dienoyl-CoA isomerase, involved in fatty acid metabolism, contains peroxisome targeting signals at amino and carboxy termini	Verified	fatty acid beta-oxidation	dodecenoyl-CoA delta-isomerase activity	peroxisomal matrix	no	hom
YOR180C::chr15_2:uptag	DCI1	268.4	411.2	355.6	381.6	421.2	291.4	348.4	357	371	387.2	245.8	297	427.8	34.4	Peroxisomal delta(3,5)-delta(2,4)-dienoyl-CoA isomerase, involved in fatty acid metabolism, contains peroxisome targeting signals at amino and carboxy termini	Verified	fatty acid beta-oxidation	dodecenoyl-CoA delta-isomerase activity	peroxisomal matrix	no	hom
YOR181W::chr15_2:downtag	LAS17	2953.6	3998.4	3481	2854.2	2546.2	3058.6	3297.2	3379.4	3242.6	2794	1662	2897.6	3117	2373.4	Actin assembly factor, activates the Arp2/3 protein complex that nucleates branched actin filaments; localizes with the Arp2/3 complex to actin patches; homolog of the human Wiskott-Aldrich syndrome protein (WASP)	Verified	endocytosis*	cytoskeletal protein binding	cytoplasm*	yes	het
YOR181W::chr15_2:uptag	LAS17	44.6	48.2	62.6	46.2	40.4	53.8	53	49	43.2	44.2	51.4	42	53.4	35.4	Actin assembly factor, activates the Arp2/3 protein complex that nucleates branched actin filaments; localizes with the Arp2/3 complex to actin patches; homolog of the human Wiskott-Aldrich syndrome protein (WASP)	Verified	endocytosis*	cytoskeletal protein binding	cytoplasm*	yes	het
YOR182C::chr15_2:downtag	RPS30B	1570.8	1331	489.8	156.2	224.2	58.2	1421.4	1167.6	1023	713.4	375.4	1611.2	1467.6	36.2	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps30Ap and has similarity to rat S30 ribosomal protein	Verified	translation*	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukaryota)	no	hom
YOR182C::chr15_2:uptag	RPS30B	1132	788.2	137.6	43	226.8	57.2	1102.6	793.2	537.8	505.8	224	1386.4	1441.8	37.8	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps30Ap and has similarity to rat S30 ribosomal protein	Verified	translation*	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukaryota)	no	hom
YOR183W::chr15_2:downtag	FYV12	1204.6	1130	553.4	41.2	49	58.6	1037.8	1293.8	995.2	382.8	373.2	1825.4	1090.2	151.6	Protein of unknown function, required for survival upon exposure to K1 killer toxin	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR183W::chr15_2:uptag	FYV12	544.8	308.6	166	48.2	77.6	58.2	457	342.2	203.2	306.4	160.8	876.8	879.8	36.4	Protein of unknown function, required for survival upon exposure to K1 killer toxin	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR184W::chr15_2:downtag	SER1	1579.4	2310	2245.2	1592.8	1729.6	2024.6	1906	2260	2039	2059.6	1455.2	993.75	61.2	36.6	3-phosphoserine aminotransferase, catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p	Verified	purine base biosynthetic process*	phosphoserine transaminase activity	cytoplasm	no	hom
YOR184W::chr15_2:uptag	SER1	381	569.2	510	753.8	771.4	523.2	610.2	670.2	527.6	780	440.8	265.6	62	33.8	3-phosphoserine aminotransferase, catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p	Verified	purine base biosynthetic process*	phosphoserine transaminase activity	cytoplasm	no	hom
YOR185C::chr15_2:downtag	GSP2	3027.4	3924.6	3318.6	2952.2	2592	2957.4	3496.6	3546.2	3512.6	3022.2	2343.2	3083	2632.4	37	GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability	Verified	nuclear organization and biogenesis	GTPase activity	nucleus	no	hom
YOR185C::chr15_2:uptag	GSP2	873.2	1210.2	956.2	1133.6	1508.4	936.8	1040.4	1346.2	877.8	1327.6	758.8	1038.6	1057.6	36.8	GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability	Verified	nuclear organization and biogenesis	GTPase activity	nucleus	no	hom
YOR186W::chr15_2:downtag	YOR186W	2556.4	3306.2	2671.6	2430	2127.4	2644.4	2647.8	3102.8	2771.8	2592.2	2067.2	2129.8	2798	479		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR186W::chr15_2:uptag	YOR186W	597.4	853.2	655.2	731.2	942.2	651.8	798.6	982	729.8	906.6	743	910.6	843.4	116.2		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR187W::chr15_2:downtag	TUF1	76.2	56.2	67	57	49.8	67.4	66.8	64.25	54.8	50.6	58	711.8	122.6	36.8	Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans	Verified	translational elongation	GTPase activity*	mitochondrion*	no	hom
YOR187W::chr15_2:uptag	TUF1	185.2	122.8	87.6	43.4	45.4	60.8	137.2	73.8	73	63	61.2	235.8	528.4	106.2	Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans	Verified	translational elongation	GTPase activity*	mitochondrion*	no	hom
YOR188W::chr15_2:downtag	MSB1	1722.6	2421.6	2121	2119.8	1452.4	2181.8	2102.8	2697.2	2458.4	1949	1376.8	1435.4	1473	34.6	Protein involved in positive regulation of both 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway, potential Cdc28p substrate; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4	Verified	establishment of cell polarity (sensu Fungi)	molecular function unknown	mitochondrion*	no	hom
YOR188W::chr15_2:uptag	MSB1	711.4	886.8	804	979	1005	631.6	816.2	1120	851.2	819.4	734.8	929	699.4	37.2	Protein involved in positive regulation of both 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway, potential Cdc28p substrate; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4	Verified	establishment of cell polarity (sensu Fungi)	molecular function unknown	mitochondrion*	no	hom
YOR189W::chr15_2:downtag	IES4	3003.2	4060	3614.4	3044.4	2548.6	3062.8	3420.6	3592.4	3280.6	2853.2	2073	3312	3889.2	34.6	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions	Verified	biological process unknown	molecular function unknown	nucleus	no	hom
YOR189W::chr15_2:uptag	IES4	1541.6	2245.4	1819.2	1401	1924.6	1646.8	1999.4	1770.8	1342	1501.2	497	1769.4	1469.4	202.6	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions	Verified	biological process unknown	molecular function unknown	nucleus	no	hom
YOR190W::chr15_2:downtag	SPR1	2785.8	3962.4	3521.2	3173	2904	3716.8	3427.2	3710	3960	2946.4	3110.8	3008.4	3168.8	562.8	Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance	Verified	sporulation (sensu Fungi)	glucan 1,3-beta-glucosidase activity	cell wall (sensu Fungi)	no	hom
YOR190W::chr15_2:uptag	SPR1	500.2	568.2	533.6	603	766.4	531.4	731.6	812.6	589.6	919.8	485.4	764.2	742.2	72.4	Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance	Verified	sporulation (sensu Fungi)	glucan 1,3-beta-glucosidase activity	cell wall (sensu Fungi)	no	hom
YOR191W::chr15_2:downtag	RIS1	1803.6	2470.6	1774.6	1222.4	903.2	1129.6	2182.2	1895	1604.8	1115	871.6	1894.6	1570.4	33.8	Member of the SWI/SNF family of DNA-dependent ATPases, plays a role in antagonizing silencing during mating-type switching, contains an N-terminal domain that interacts with Sir4p and a C-terminal SNF2 domain	Verified	chromatin assembly or disassembly*	DNA-dependent ATPase activity	nucleus*	no	hom
YOR191W::chr15_2:uptag	RIS1	932	1005.4	716	692	750.75	333.2	1074.6	1045.6	574.6	656.2	268	944	676.8	43	Member of the SWI/SNF family of DNA-dependent ATPases, plays a role in antagonizing silencing during mating-type switching, contains an N-terminal domain that interacts with Sir4p and a C-terminal SNF2 domain	Verified	chromatin assembly or disassembly*	DNA-dependent ATPase activity	nucleus*	no	hom
YOR192C::chr15_2:downtag	THI72	2545.6	3448.2	2970.4	2950.8	2092.8	2832.4	2868.6	3108	3108.8	2349.2	2260.8	2874.6	2533.8	642.2	Transporter of thiamine or related compound; shares sequence similarity with Thi7p	Uncharacterized	transport	transporter activity	membrane	no	hom
YOR192C::chr15_2:uptag	THI72	68.6	78.4	96.2	85	79.8	77.4	77.6	72.75	65.2	94.2	86.4	82.8	76.4	44	Transporter of thiamine or related compound; shares sequence similarity with Thi7p	Uncharacterized	transport	transporter activity	membrane	no	hom
YOR193W::chr15_3:downtag	PEX27	2840	3478.8	3396.4	3040.2	2525.2	3154.6	3141	3409.4	3434.6	2718.6	2330.2	2905	3282.2	1050	Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p	Verified	peroxisome organization and biogenesis	molecular function unknown	peroxisomal membrane	no	hom
YOR193W::chr15_3:uptag	PEX27	3084.2	4009.2	3320.4	3000.8	3374.4	2727	3037.4	3191.8	2906.8	3138.4	2613	2929.8	3600.6	40.6	Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p	Verified	peroxisome organization and biogenesis	molecular function unknown	peroxisomal membrane	no	hom
YOR194C::chr15_3:downtag	TOA1	2484	3601	3263.6	2710.6	2442.4	2869.4	3178.6	2987	3318.8	2528.6	1223.4	2766.4	2765.2	2328.8	TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to largest and second largest subunits of human and Drosophila TFIIA	Verified	transcription initiation from RNA polymerase II promoter	general RNA polymerase II transcription factor activity	transcription factor TFIIA complex	yes	het
YOR194C::chr15_3:uptag	TOA1	1359	1761.6	1527.8	1266	1429.75	1313	1533.4	1287.8	1161.4	1280.4	597.4	1123.8	1484	455	TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to largest and second largest subunits of human and Drosophila TFIIA	Verified	transcription initiation from RNA polymerase II promoter	general RNA polymerase II transcription factor activity	transcription factor TFIIA complex	yes	het
YOR195W::chr15_3:downtag	SLK19	1566.8	2092	2092.4	1645.6	1122	1778	2071.8	2327.6	2161	1665.4	1176.6	1479.4	1475.2	38.2	Kinetochore-associated protein required for normal segregation of chromosomes in meiosis and mitosis; component of the FEAR regulatory network, which promotes Cdc14p release from the nucleolus during anaphase; potential Cdc28p substrate	Verified	meiosis*	molecular function unknown	condensed nuclear chromosome kinetochore*	no	hom
YOR195W::chr15_3:uptag	SLK19	3090.4	3718.8	3152.4	2758.6	3059.4	2490	2909.2	3075.6	2670.2	3120.2	2195.6	2577.6	3181.4	300	Kinetochore-associated protein required for normal segregation of chromosomes in meiosis and mitosis; component of the FEAR regulatory network, which promotes Cdc14p release from the nucleolus during anaphase; potential Cdc28p substrate	Verified	meiosis*	molecular function unknown	condensed nuclear chromosome kinetochore*	no	hom
YOR196C::chr15_3:downtag	LIP5	1899.6	2316.8	957.2	253.6	150	56.8	1752.8	1302.4	727	234.6	51.4	2042.25	1860.8	39.8	Protein involved in biosynthesis of the coenzyme lipoic acid, has similarity to E. coli lipoic acid synthase	Verified	lipoic acid biosynthetic process	lipoic acid synthase activity	mitochondrion	no	hom
YOR196C::chr15_3:uptag	LIP5	186.2	176.6	101.4	56.6	46.2	54.4	195	105.2	86.4	65.4	49	153.2	198.6	35	Protein involved in biosynthesis of the coenzyme lipoic acid, has similarity to E. coli lipoic acid synthase	Verified	lipoic acid biosynthetic process	lipoic acid synthase activity	mitochondrion	no	hom
YOR197W::chr15_3:downtag	MCA1	1967.2	2800	2406.6	1973.4	1444	2035	2611.4	3013.4	2493.4	2140.4	1860.8	2010.6	2016.8	36.6	Putative cysteine protease similar to mammalian caspases, involved in regulation of apoptosis upon hydrogen peroxide treatment	Verified	apoptosis	caspase activity	nucleus	no	hom
YOR197W::chr15_3:uptag	MCA1	1783.8	2657	2070.6	1860.8	2573.8	2117.2	2210	2352.2	2142	2232.4	1740.6	2012	1989	37.2	Putative cysteine protease similar to mammalian caspases, involved in regulation of apoptosis upon hydrogen peroxide treatment	Verified	apoptosis	caspase activity	nucleus	no	hom
YOR198C::chr15_3:downtag	BFR1	1124.2	950	609.2	299.2	208	236.4	426	302.8	405.6	226.4	159	847	49.6	35.8	Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity	Verified	meiosis*	RNA binding	nuclear envelope-endoplasmic reticulum network*	no	hom
YOR198C::chr15_3:uptag	BFR1	121.6	102	129.6	47.2	43.6	59.6	95.2	150.4	65.6	89.2	103.2	233.6	65.2	35.4	Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity	Verified	meiosis*	RNA binding	nuclear envelope-endoplasmic reticulum network*	no	hom
YOR199W::chr15_3:downtag	YOR199W	469.6	524.2	149.6	42.8	51.8	56.6	182.2	86.4	88.4	49.2	52.2	262.2	193.4	34.4		Dubious				no	hom
YOR199W::chr15_3:uptag	YOR199W	104.25	58.2	63.2	58.2	39.8	61.8	67.6	54.8	44.2	43.6	47.8	215.2	201	35.2		Dubious				no	hom
YOR200W::chr15_3:downtag	YOR200W	1861.6	1886.6	895.4	504.8	424.2	146.8	1578	1156.6	1063.2	717.6	419.8	2388.8	2932.6	397		Dubious				no	hom
YOR200W::chr15_3:uptag	YOR200W	1046.2	1037.2	462	166.8	239.8	169.2	844.6	382	373	436.4	229.4	1243.6	1838.2	283.4		Dubious				no	hom
YOR201C::chr15_3:downtag	MRM1	736.4	667.6	200.4	91.4	66.2	95.4	466.4	147.4	76	77.2	54.6	1142.8	1288.6	35.6	Ribose methyltransferase that modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA	Verified	rRNA modification	rRNA (guanine-N1-)-methyltransferase activity	mitochondrion	no	hom
YOR201C::chr15_3:uptag	MRM1	1417.2	1029.6	261.2	176.8	166.4	73	775.6	358.4	130.2	62.8	75.8	1715.4	2082.2	260	Ribose methyltransferase that modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA	Verified	rRNA modification	rRNA (guanine-N1-)-methyltransferase activity	mitochondrion	no	hom
YOR202W::chr15_3:downtag	HIS3	4969.6	6018.2	5663	4928	4766.6	5499.4	5775.6	5855.6	5854	5260.8	4329.8	5236.6	5011.4	1020.6	Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p	Verified	histidine biosynthetic process	imidazoleglycerol-phosphate dehydratase activity	intracellular	no	hom
YOR202W::chr15_3:uptag	HIS3	1885.4	2724.6	2330.4	2214.4	2636.4	2168.6	2139.8	2399.4	1975.8	2479.2	1702.8	1942	1927.4	102.8	Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p	Verified	histidine biosynthetic process	imidazoleglycerol-phosphate dehydratase activity	intracellular	no	hom
YOR203W::chr15_3:downtag	YOR203W	2734.6	3534.4	2878	2492.2	2526.5	2838.6	2692.6	3025.4	2958.4	2941	1941.4	2752.6	2943.6	2845		Dubious				yes	het
YOR203W::chr15_3:uptag	YOR203W	1905.5	2576.8	2155.6	1779.4	2412	1958.4	1966.4	2064.2	1902.4	2388.4	1102.6	1854.8	2573.8	1738.2		Dubious				yes	het
